local_id,split,raw_tile_index,num_buildings_labeled,num_buildings_unclassified,p0_no_damage,p1_minor,p2_major,p3_destroyed,S_real,L_bucket
1,train,0,10,0,1.0,0.0,0.0,0.0,0.0,0
2,train,1,4,0,0.0,1.0,0.0,0.0,1.0,1
7,train,6,97,0,1.0,0.0,0.0,0.0,0.0,0
8,train,7,9,0,1.0,0.0,0.0,0.0,0.0,0
14,train,13,13,0,1.0,0.0,0.0,0.0,0.0,0
16,train,15,131,0,1.0,0.0,0.0,0.0,0.0,0
17,train,16,7,0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.2857142857142857,0
18,train,17,58,0,1.0,0.0,0.0,0.0,0.0,0
19,train,18,12,0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.16666666666666666,0
20,train,19,22,0,0.7727272727272727,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.45454545454545453,0
24,train,23,167,0,1.0,0.0,0.0,0.0,0.0,0
25,train,24,67,0,1.0,0.0,0.0,0.0,0.0,0
27,train,26,30,0,1.0,0.0,0.0,0.0,0.0,0
28,train,27,25,0,1.0,0.0,0.0,0.0,0.0,0
4,test,3,3,0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.6666666666666665,2
10,test,9,3,1,1.0,0.0,0.0,0.0,0.0,0
22,test,21,23,0,1.0,0.0,0.0,0.0,0.0,0
